@relation pressed_keys

@attribute pressed_key numeric
@attribute left_x numeric
@attribute left_y numeric
@attribute right_x numeric
@attribute right_y numeric

@data
108,18,3,17,3
108,18,3,18,2
108,17,3,17,3
108,17,2,16,2
108,20,3,17,2
108,17,3,16,2
108,19,3,15,2
108,18,3,16,3
241,18,3,16,2
241,18,2,16,1
241,18,3,17,2
241,18,2,16,3
241,19,3,16,3
241,18,3,16,2
241,18,3,15,3
241,18,3,14,3
241,17,3,16,3
241,18,3,15,2
241,18,3,16,3
241,17,3,16,3
241,18,3,16,3
241,17,3,15,2
241,18,3,16,2
241,18,3,16,3
241,18,3,16,3
241,18,3,16,3
241,18,3,16,3
241,16,3,16,3
241,18,3,14,3
241,17,3,14,3
241,18,3,17,3
241,18,3,15,3
241,16,3,16,3
241,16,2,16,2
241,17,3,16,3
241,18,4,16,4
241,17,3,16,2
241,18,4,16,3
241,17,4,16,3
241,17,3,16,4
241,17,3,16,3
241,18,3,16,3
241,18,3,17,2
241,17,2,15,3
241,17,3,16,3
241,17,2,16,3
241,16,3,16,3
122,22,2,20,4
122,25,3,22,2
122,22,2,22,3
122,22,3,21,4
122,22,2,21,3
122,22,2,19,4
122,23,1,19,4
122,24,2,21,3
122,24,2,21,2
122,24,3,22,4
122,23,2,21,4
122,23,3,20,3
122,22,2,21,4
122,22,3,18,3
122,22,2,20,3
122,22,3,20,3
122,22,3,22,4
122,22,3,21,3
122,23,3,21,3
122,22,2,20,3
122,23,2,18,3
122,23,2,21,3
122,23,4,22,3
122,24,2,23,2
122,23,3,21,3
122,23,2,20,3
122,23,2,19,3
122,23,3,21,4
122,23,3,21,3
122,22,2,21,3
122,22,2,20,3
122,21,2,21,4
122,23,3,21,3
122,23,2,21,3
122,23,2,21,3
122,23,2,20,3
120,23,3,21,4
120,22,3,20,3
120,22,4,20,3
120,24,4,21,4
120,22,3,19,3
120,22,3,21,4
120,23,3,20,4
120,24,4,19,3
120,22,4,20,4
120,23,3,19,3
120,23,3,21,3
120,23,3,20,3
120,23,3,22,3
120,22,3,22,3
120,23,4,19,3
120,21,2,19,4
120,23,3,22,2
120,22,2,22,3
120,23,3,21,3
120,23,3,21,4
120,22,3,21,3
120,22,2,21,3
120,23,4,22,3
120,23,3,20,4
120,23,2,21,3
120,22,4,21,3
120,23,4,20,4
120,23,3,21,3
120,23,3,19,2
120,23,3,21,3
120,23,3,20,3
120,24,3,21,3
120,23,3,20,3
120,22,3,18,2
99,22,3,20,4
99,21,3,20,4
99,23,3,20,3
99,21,3,20,3
99,21,3,19,3
99,23,4,20,3
99,22,3,19,4
99,21,2,20,3
99,20,3,20,3
99,22,2,20,3
99,24,3,20,3
99,22,3,20,3
99,22,3,19,3
99,23,3,19,3
99,23,3,19,2
99,23,3,20,2
99,22,2,19,2
99,22,3,20,2
99,23,3,20,3
99,24,3,20,2
99,21,3,20,3
99,22,3,19,3
99,22,2,20,2
99,21,2,20,3
99,22,3,20,3
99,22,3,20,2
99,22,3,20,3
99,22,3,19,3
99,22,3,20,2
99,23,3,19,2
99,21,3,20,3
99,22,3,20,3
99,23,3,20,3
99,22,3,20,3
99,21,3,19,3
99,22,3,19,2
99,23,3,19,2
99,21,2,20,3
99,22,2,20,3
99,22,3,19,3
99,22,3,20,3
99,22,3,19,2
99,22,3,21,2
99,21,2,20,3
99,22,2,19,3
99,21,3,18,3
118,22,3,19,2
118,21,3,19,2
118,21,2,19,2
118,22,3,19,2
118,21,3,19,3
118,22,2,18,3
118,22,3,19,3
118,23,3,19,2
118,21,3,19,2
118,22,3,19,3
118,22,3,21,2
118,21,2,19,2
118,22,2,20,3
118,23,4,20,1
118,20,2,18,3
118,21,3,19,3
118,20,2,20,3
118,20,2,20,3
118,22,3,19,2
118,21,3,19,2
118,22,3,18,1
118,21,3,18,3
118,21,3,20,2
118,21,3,19,3
118,22,3,21,1
118,22,3,19,2
118,21,3,20,2
118,22,3,20,3
118,21,4,19,3
118,21,2,19,3
118,23,3,20,2
118,21,3,19,2
118,21,3,18,3
118,23,4,21,2
118,22,2,20,2
118,22,4,20,2
118,22,2,19,2
118,23,3,19,2
118,22,2,19,2
118,21,3,20,3
118,22,3,21,2
118,22,3,20,2
118,22,3,19,2
118,22,3,19,2
118,22,3,19,3
118,22,3,20,2
118,23,3,19,3
98,22,2,19,2
98,21,2,18,2
98,21,3,19,3
98,23,4,19,2
98,23,4,19,2
98,21,3,19,2
98,21,4,18,2
98,20,4,20,2
98,21,3,19,2
98,21,3,19,2
98,22,3,19,3
98,22,3,19,2
98,21,3,18,3
98,21,3,18,2
98,20,3,19,2
98,20,2,19,2
98,21,2,20,2
98,21,3,19,2
98,21,2,18,3
98,21,3,18,2
98,20,3,18,3
98,20,2,18,2
98,21,2,19,2
98,20,3,19,2
98,20,3,19,1
98,21,3,19,3
98,21,3,18,3
98,21,3,19,2
98,21,3,20,2
98,18,2,18,2
98,20,3,21,2
98,21,3,20,2
98,21,3,18,3
98,21,3,18,2
98,21,3,19,2
98,21,3,17,2
98,20,2,17,3
98,20,3,18,2
98,21,2,19,2
98,20,2,18,4
98,21,3,19,2
98,20,3,18,2
98,21,3,19,2
98,20,3,20,2
110,21,3,19,2
110,21,3,20,2
110,21,3,18,2
110,21,3,20,2
110,20,3,19,1
110,21,2,19,2
110,20,2,20,2
110,19,2,19,2
110,20,3,19,2
110,22,3,19,2
110,19,3,20,2
110,21,2,19,2
110,21,2,19,2
110,21,3,19,2
110,21,4,20,2
110,21,2,20,2
110,22,3,19,2
110,20,3,19,2
110,21,3,19,1
110,20,3,19,1
110,19,3,19,2
110,21,3,18,2
110,22,4,19,2
110,21,2,18,1
110,21,3,19,1
110,20,2,19,2
110,21,3,19,2
110,21,4,19,3
110,21,3,18,3
110,21,3,20,1
110,22,3,20,2
110,21,3,19,1
110,21,3,19,2
110,21,3,20,1
110,21,4,20,2
110,22,3,19,2
110,21,4,20,2
110,22,4,20,2
110,22,4,20,2
110,21,3,19,1
110,19,3,21,3
110,20,3,18,1
110,21,3,19,1
109,20,3,18,2
109,20,3,18,2
109,20,4,19,2
109,22,3,21,1
109,21,4,20,1
109,22,4,21,2
109,21,3,19,1
109,22,4,20,1
109,21,3,19,1
109,21,4,20,1
109,21,4,20,1
109,22,3,20,1
109,20,4,19,2
109,21,4,20,1
109,21,4,20,1
109,22,3,19,1
109,21,3,19,1
109,22,3,18,1
109,20,3,19,2
109,21,3,19,1
109,21,3,20,1
109,21,4,18,2
109,23,4,20,2
109,21,4,19,1
109,23,4,20,1
109,21,3,20,1
109,22,4,19,1
109,21,4,20,1
109,21,4,18,2
109,21,4,20,1
109,21,4,20,1
109,21,5,20,1
109,22,3,18,2
109,22,3,19,2
109,22,4,20,1
109,22,4,19,1
